Name	Set	ImageFile	Type	Cost	Damage	Health	Rarity	Unique	Class	Text
Vanishing Step	Adventures_at_Hogwarts	Vanishing_Step.png	Spell	1T			C		Transfiguration	During your opponent's next turn, he or she gets 1 fewer Action. (If this would mean your opponent has fewer than 1 Action, he or she still gets 1 Action.)
Venomous Tentacula	Chamber_of_Secrets	Venomous_Tentacula.png	Creature - Plant	4F	2	1	U		Creatures	You may use an action and discard Venomous Tentacula from play to put a [P] Lesson from your discard pile into play.
Venomous Tentacular Juice	Chamber_of_Secrets	Venomous_Tentacular_Juice.png	Spell	9P			R		Potions	Count the number of cards in your opponent's hand. He or she draws twice that many cards.
Verdillious	Diagon_Alley	Verdillious.png	Spell	9C			U		Charms	Do 5 damage to your opponent or to a Creature of your choice.
Vermillious	Base_Set	Vermillious.png	Spell	4C			C		Charms	Do 3 damage to your opponent or to a Creature of your choice.
Vicious Wolf	Base_Set	Vicious_Wolf.png	Creature - Wolf	6F	3	3	C		Creatures	
Voldemort Revealed	Adventures_at_Hogwarts	Voldemort_Revealed.png	Adventure				R			Effect: Your opponent can't use Actions to play Spell cards.  To Solve: Your opponent takes 7 damage.  Opponent's Reward: Your opponent may put up to 2 non-Healing cards from his or her discard pile and put them on the bottom of his or her deck (in any order).
Wand Shop	Diagon_Alley	Wand_Shop.png	Location	4C			U	Unique	Charms	When you play this card, discard any other Location from play (yours or your opponent's). All [C] Lessons (yours and your opponent's) provide 2[C] Power instead of [C].
Wattlebird	Chamber_of_Secrets	Wattlebird.png	Spell - Password	6C			U		Charms	When you play this card, play it face down and tell your opponent to guess 'Pure-Blood', 'Sherbet Lemon' or 'Wattlebird'. If he or she guesses 'Wattlebird', nothing happens. Otherwise, do 8 damage to your opponent.
Weakness Potion	Quidditch_Cup	Weakness_Potion.png	Spell	7P			U		Potions	To play this card, discard 1 of your [P] Lessons from play. Do 5 damage to your opponent. During your opponent's next turn, prevent all damage done to you by your opponent's Creatures.
Welsh Green Dragon	Adventures_at_Hogwarts	Welsh_Green_Dragon.png	Creature - Dragon	7F	6	4	R		Creatures	To play this card, discard 2 of your [F] Lessons from play. When you play this card, do 6 damage to your opponent.
Whomping Willow	Chamber_of_Secrets	Whomping_Willow.png	Creature - Plant	9F	8	12	R	Unique	Creatures	To play this card, return 3 of your [F] Lessons from play to your hand. Before each of your turns, if your opponent has any Items in play, choose 1 of them and discard it.
Wild Boar	Diagon_Alley	Wild_Boar.png	Creature - Boar	2F			U		Creatures	To play this card, discard 2 of your [F] Lessons from play.
Windy-Day Match	Chamber_of_Secrets	Windy-Day_Match.png	Match	1Q			U		Quidditch	To Win: Use actions to play Spell cards 2 times while this card is in play.  Prize: Loser takes 6 damage.
Wingardium Leviosa!	Base_Set	Wingardium_Leviosa.png	Spell	1C			C		Charms	During your opponent's next turn, prevent all damage done to you by your opponent's Creatures.
Winged Keys	Base_Set	Winged_Keys.png	Item	10T			U		Transfiguration	Once during each of your turns, you may choose 1 of your opponent's Creatures in play. Prevent all damage done by that Creature until the end of your opponent's next turn.
Winter Holiday	Adventures_at_Hogwarts	Winter_Holiday.png	Spell	9T			U		Transfiguration	Your opponent chooses 3 of his or her Lessons in play and discards them. Then you choose 3 of your Lessons in play and discard them. (If either of you has fewer than 3 Lessons in play, that player discards them all.)
Wizard Chess	Chamber_of_Secrets	Wizard_Chess.png	Item	6T			R		Transfiguration	You may use an Action and discard 1 of your Lessons from play to do 2 damage to your opponent.
Wizard Crackers	Base_Set	Wizard_Crackers.png	Spell	1C			C		Charms	Reveal the top card of your deck. If it's a Lesson card, put it into play. If it isn't, put the card in your hand.
Wooden Flute	Adventures_at_Hogwarts	Wooden_Flute.png	Spell	8F			U		Creatures	Choose up to 3 Creatures in play and return them to their owner's hands.
Zig-Zag	Chamber_of_Secrets	Zig-Zag.png	Spell	5Q			C		Quidditch	Put a non-Healing Quidditch card from your discard pile into your hand.
Alicia Spinnet	Heir_of_Slytherin	Alicia_Spinnet.png	Character - Witch - Gryffindor - Chaser				R	Unique		If there is a Match in play, whenever 1 your cards that needs [Q] Power does damage, it does 1 more damage.
Aragog	Heir_of_Slytherin	Aragog.png	Creature - Spider	8F	2	8	R	Unique	Creatures	To play this card, discard 1 of your [F] Lessons from play. Whenever another of your Spiders does damage, it does 2 more damage.
Aragog's Lair	Heir_of_Slytherin	Aragog's_Lair.png	Location	4F			U	Unique	Creatures	When you play this card, discard any other Location from play (yours or an opponent's).  Each Spider has 2 more Health (even your opponents').
Arania Exumai	Heir_of_Slytherin	Arania_Exumai.png	Spell	5C			U		Charms	Do 2 damage to a Creature of your choice. Then do 3 damage to all Spider Creatures (even your own).
Armando Dippet	Heir_of_Slytherin	Armando_Dippet.png	Character - Wizard - Headmaster				R	Unique		At the end of each of your turns, if you played a Gryffindor, Hufflepuff, Ravenclaw, or Slytherin card, you may draw a card or deal 2 damage to an opponent.
Baby Acromantula	Heir_of_Slytherin	Baby_Acromantula.png	Creature - Spider	3F	1	1	C		Creatures	When you play this card, search your deck. You may take a Baby Acromantula from your deck, reveal it, and put it into your hand. Then shuffle your deck.
Basilisk Fang	Heir_of_Slytherin	Basilisk_Fang.png	Item	6P			U		Potions	When you play this card, do 2 damage to an opponent or to a Creature of your choice.  You may use an Action to discard this card. If you do, choose an opponent's Item in play and discard it.
Bowtruckle	Heir_of_Slytherin	Bowtruckle.png	Creature - Plant	4F		1	U		Creatures	When another of your Plant Creatures takes damage, this card deals 1 damage to an opponent of your choice.
Break with a Banshee	Heir_of_Slytherin	Break_with_a_Banshee.png	Item - Book	3Q			U		Quidditch	Provides [Q].  During your turn, you may discard this card from play. If you do, choose a non-Healing Match with printed Power cost of 1 in your discard pile. Play it as if it were in your hand. (You must still use an Action to play the card.)
Cancelled Exams	Heir_of_Slytherin	Cancelled_Exams.png	Spell	7Q			R		Quidditch	Choose an opponent. On their next turn, they gain 1 more Action. On your next turn, you gain 2 more Actions.
Cauldron Calamity	Heir_of_Slytherin	Cauldron_Calamity.png	Spell	3P			C		Potions	To play this card, discard any number of your [P] Lessons from play.  For each [P] Lesson discarded, do 2 damage to an opponent or Creature of your choice. (You may choose the same target multiple times.)
Chamber of Secrets	Heir_of_Slytherin	Chamber_of_Secrets.png	Location	5P			R	Unique	Potions	When you play this card, discard any other Location from play (yours or an opponent's).  Cards cannot be played from or leave their owner's discard piles.
Circling the Goal Posts	Heir_of_Slytherin	Circling_the_Goal_Posts.png	Spell	5Q			U		Quidditch	Do 3 damage to an opponent. Then draw a card.  At the end of each of your turns, if this card is in your discard pile and a Spell did at least 5 damage to an opponent, you may discard a card from your hand to put this card into your hand. 
Colin's Camera	Heir_of_Slytherin	Colin's_Camera.png	Item	5T			C	Unique	Transfiguration	Before each of your turns, draw a card. Then all your opponents draw a card.
Cornish Pixie	Heir_of_Slytherin	Cornish_Pixie.png	Creature - Pixie	5F	1	1	U		Creatures	When you play this card, look at an opponent's hand. You may choose a card and place it under this card. (Cards under this card cannot be interacted with.)  When this card leaves play, return that card to its owner's hand.
Deathday Party	Heir_of_Slytherin	Deathday_Party.png	Adventure				U			Effect: Whenever a card is discarded from play, your opponent says 'Rest in peace.' If your opponent forgets, they take 3 damage at the end of the turn.  To Solve: Your opponent chooses 3 Lessons in their hand and discards them.  Opponent's Reward: Your o
Dobby	Heir_of_Slytherin	Dobby.png	Character - House Elf				R	Unique		During each opponent's turn, you may prevent up to 4 damage done to you. If any damage is prevented in this way, at the end of that turn, that opponent may choose a non-Healing card in play other than Dobby. Return that card to its owner's hand.
Dobby is Free!	Heir_of_Slytherin	Dobby_is_Free.png	Adventure				R			Effect: Your opponent may only use Actions to draw or play cards.  To Solve: Your opponent uses Actions to play cards 4 times.  Opponent's Reward: Your opponent may choose 1 of your Characters in play. Their starting Character gains the abilities of the c
Dodging the Bludger	Heir_of_Slytherin	Dodging_the_Bludger.png	Spell	4Q			C		Quidditch	Do 2 damage to your opponent. Then draw a card. You may put a [Q] Lesson from your hand into play.
Draco's Superiority	Heir_of_Slytherin	Draco's_Superiority.png	Spell	6Q			U		Quidditch	Search your deck. You may take a Broom from your deck, reveal it, and put it into your hand. Then shuffle your deck. If that card's printed Power cost is 5 or more, do 5 damage to an opponent.
Drawing the Sword	Heir_of_Slytherin	Drawing_the_Sword.png	Spell	6T			R		Transfiguration	Play this card only if you have a Gryffindor Witch or Wizard in play.  Do 6 damage divided as you choose among any number of Creatures.
Dueling Club	Heir_of_Slytherin	Dueling_Club.png	Location	3C			R		Charms	When you play this card, discard any other Location from play (yours or an opponent's).  At the end of each player's turn, if that player used an Action to play a Spell, they draw a card.
Dueling Practice	Heir_of_Slytherin	Dueling_Practice.png	Spell	3C			C		Charms	Do 1 damage to an opponent. At the end of your turn, draw 2 cards.
Dumbledore's Suspension	Heir_of_Slytherin	Dumbledore's_Suspension.png	Adventure				R			Play this card only if you have at least 4 Lessons in play.  Effect: Your opponent's starting Character loses all abilities (including any Lessons provided).  To Solve: Your opponent skips a total of 3 Actions.  Opponent's Reward: The next Spell your oppo
Eat Slugs	Heir_of_Slytherin	Eat_Slugs.png	Spell	1C			C		Charms	Do 2 damage to yourself. Then draw a card.
Enemies of the Heir, Beware	Heir_of_Slytherin	Enemies_of_the_Heir_Beware.png	Spell	9P			C		Potions	Choose a card type. Your opponent reveals their hand, then discards all cards of that card type. They take damage equal to the number of cards discarded in this way.
Essential Knowledge Test	Heir_of_Slytherin	Essential_Knowledge_Test.png	Item	3T			U		Transfiguration	Whenever you would draw a card, except during your draw step, you may choose not to.
Expelliarmus	Heir_of_Slytherin	Expelliarmus.png	Spell	3C			C		Charms	Choose 1 of your opponent's Items in play and discard it. If that item was a Wand, during their next turn, they can’t use Actions to play Spells.
Forest Spider	Heir_of_Slytherin	Forest_Spider.png	Creature - Spider	8F	3	3	C		Creatures	While this card is in your hand, it requires 1 less Power to play for each of your Spiders in play.
Gadding with Ghouls	Heir_of_Slytherin	Gadding_with_Ghouls.png	Item - Book	3T			C		Transfiguration	Provides [T].  During your turn, you may discard this card from play. If you do, choose a non-Healing Item with printed Power cost 2 or less in your discard pile. Play it as if it were in your hand. (You must still use an Action to play the card.)
Hogwarts Pipes	Heir_of_Slytherin	Hogwarts_Pipes.png	Location	2P			U		Potions	When you play this card, discard any other Location from play (yours or an opponent's).  When any player takes damage, they discard cards from the bottom of their deck instead of the top.
Holidays with Hags	Heir_of_Slytherin	Holidays_with_Hags.png	Item - Book	3P			U		Potions	Provides [P].  You may use an Action to discard this card from play. If you do, put up to 2 Lessons of the same type from your discard pile into play.
Immobulus	Heir_of_Slytherin	Immobulus.png	Spell	4C			R		Charms	Choose an opponent. During their next turn, prevent all damage done to you by their Creatures.  Until the beginning of your next turn, if one of their Creatures takes damage, discard that Creature.
Katie Bell	Heir_of_Slytherin	Katie_Bell.png	Character - Witch - Gryffindor - Chaser				R	Unique		If there is a Match in play, whenever a card (yours or an opponent's) does damage to you, it does 1 less damage.
Kheshakhassa	Heir_of_Slytherin	Kheshakhassa.png	Spell	5P			U		Potions	To play this card, discard 1 of your [P] Lessons from play. Search your deck. You may take a Location that needs [P] Power with printed Power cost 5 or less from your deck and put it into play. Then shuffle your deck.
Lockhart's Office	Heir_of_Slytherin	Lockhart's_Office.png	Location	3T			U	Unique	Transfiguration	When you play this card, discard any other Location card in play (yours or an opponent’s).  Once during each player's turn, that player may discard any number of cards from their hand.
Loyalty's Reward	Heir_of_Slytherin	Loyalty's_Reward.png	Spell - Healing	8T			R		Transfiguration	Choose 5 non-Healing cards, of different card types, in your discard pile. Your opponent chooses 1 of those cards. Put that card on the bottom of your deck and the rest into your hand. (You must choose 5 cards.)
Lucius Malfoy	Heir_of_Slytherin	Lucius_Malfoy.png	Character - Wizard				R	Unique		At the end of each of your turns, if you have used 5 or more Actions, you may search your deck, take any card, put it into your hand, and then shuffle your deck.
Lucius' Cane	Heir_of_Slytherin	Lucius'_Cane.png	Item - Wand	4P			R	Unique	Potions	Provides [C].  At the end of each of your turns, do 2 damage to your opponent for each Action you have used after your second Action.  (If you play this card, and you already have a Wand card in play, discard the old one.)
Magical Me	Heir_of_Slytherin	Magical_Me.png	Item - Book	3C			U		Charms	Provides [C].  During your turn, you may discard this card from play. If you do, choose a non-Healing Spell with printed Power cost 2 or less in your discard pile. Play it as if it were in your hand. (You must still use an Action to play the card.)
Mandrake Draught	Heir_of_Slytherin	Mandrake_Draught.png	Spell - Healing	6P			U		Potions	Choose 1 of your Characters in play that has a Once per turn ability that you have already used this turn. Use that ability again without using any Actions.
Millicent Bulstrode	Heir_of_Slytherin	Millicent_Bulstrode.png	Character - Witch - Slytherin				R	Unique		Once per turn, you may use an Action to do 1 damage to an opponent's Creature.
Mimblewimble	Heir_of_Slytherin	Mimblewimble.png	Spell	4C			C		Charms	Do 4 damage to an opponent. During their next turn, they cannot use their first Action to play Spells.
Mis-Brewed Polyjuice	Heir_of_Slytherin	Mis-Brewed_Polyjuice.png	Spell	5P			C		Potions	Count the number of Characters an opponent has in play and in their discard pile. Do that much damage to that opponent. Then, choose 1 of their Characters in play. Until the end of their next turn, that Character loses all abilities.
Moaning Myrtle	Heir_of_Slytherin	Moaning_Myrtle.png	Character - Ghost - Ravenclaw				R	Unique		Once per game, you may choose an opponent's card in play. Until this card leaves play, if the chosen card is discarded from play, do 8 damage to that opponent.
Mortal Enemies	Heir_of_Slytherin	Mortal_Enemies.png	Spell	2F			C		Creatures	Choose 1 of your Creatures in play and 1 of your opponent's Creatures in play. They do damage to each other.
Muddled Memories	Heir_of_Slytherin	Muddled_Memories.png	Spell	7T			R		Transfiguration	Look at an opponent's hand. You may choose 1 of those cards. If you do, they must use their first Action(s) to play that card. (If your opponent cannot play that card, this ability has no effect.)
New Slytherin Seeker	Heir_of_Slytherin	New_Slytherin_Seeker.png	Spell	6Q			C		Quidditch	Do 5 damage to an opponent. If there is a Match in play, you may have that opponent choose 1 of their Creatures in play and discard it.
Old Sock	Heir_of_Slytherin	Old_Sock.png	Item - Clothes	1C			C		Charms	When you play this card, draw a card.
Parseltongue	Heir_of_Slytherin	Parseltongue.png	Spell	3F			C		Creatures	Choose an opponent's Creature in play and return it to their hand. If you have Snake in play, discard your opponent's Creature instead.
Peskipiksi Pesternomi	Heir_of_Slytherin	Peskipiksi_Pesternomi.png	Spell	1T			C		Transfiguration	Discard all Wands in play.
Petrifying Stare	Heir_of_Slytherin	Petrifying_Stare.png	Spell	6F			C		Creatures	Choose an opponent's Character (other than their starting Character) or non-Rooster Creature in play. Shuffle that card into their deck.
Pre-Match Handshake	Heir_of_Slytherin	Pre-Match_Handshake.png	Spell	1Q			C		Quidditch	Each player searches their deck. They may take a Lesson from their deck, reveal it, and put it into their hand. Each player shuffles their deck. Then you may put a [Q] Lesson from your hand into play.
Prof. Gilderoy Lockhart	Heir_of_Slytherin	Prof_Gilderoy_Lockhart.png	Character - Wizard				R	Unique		At the end of each player's turn, if you have discarded a card from your hand, choose an opponent. They discard a card from their hand.
Polyjuice Potion	Heir_of_Slytherin	Polyjuice_Potion.png	Spell	8P			R		Potions	To play this card, discard 1 of your [P] Lessons from play.  Choose 1 of your opponent's Wizards or Witches in play. Your starting Character gains all abilities of that card until the end of your turn.
Quaffle	Heir_of_Slytherin	Quaffle.png	Item	3Q			C		Quidditch	Provides [Q].  When you play this card, search your deck. You may take a Match card from your deck, reveal it, and put it into your hand. Then shuffle your deck.
Quidditch Confidence	Heir_of_Slytherin	Quidditch_Confidence.png	Spell	4Q			C		Quidditch	Play this card only if there is a Match in play.  Trade total progress toward winning a Match with an opponent. Then do 4 damage to that opponent.
Quidditch Plaque	Heir_of_Slytherin	Quidditch_Plaque.png	Item	3Q			U		Quidditch	Whenever you play a Seeker, Beater, Keeper, or Chaser Character, you use up 1 Action to play it instead of 2.  During your turn, you may discard this card from play. If you do, put a non-Healing Seeker, Beater, Keeper, or Chaser from your discard pile int
Rooster	Heir_of_Slytherin	Rooster.png	Creature - Rooster	3F	1	3	C		Creatures	Slytherin's Basilisk cannot be played.
Sink Passageway	Heir_of_Slytherin	Sink_Passageway.png	Spell	3T			C		Transfiguration	Put a non-Healing Location card from your discard pile into your hand.
Skele-Gro	Heir_of_Slytherin	Skele-Gro.png	Spell - Healing	3P			C		Potions	To play this card, discard 1 of your [P] Lessons from play.  Choose 3 different non-Healing cards in your discard pile. Your opponent chooses 1 of those cards. Put that card into your hand and the rest on the bottom of your deck in any order.
Skurge	Heir_of_Slytherin	Skurge.png	Spell	5C			U		Charms	Choose 2 of your non-Healing cards in play of different card types (other than your starting Character). Discard 1 of them and return the other to your hand.
Slower Brooms	Heir_of_Slytherin	Slower_Brooms.png	Item - Broom	1Q			C		Quidditch	All cards with a Power cost (yours and your opponents') need 1 more Power to play.  If you play this card and you already have a Broom in play, discard the old one.
Slytherin's Basilisk	Heir_of_Slytherin	Slytherin's_Basilisk.png	Creature - Snake - Slytherin	9F	6	6	R	Unique	Creatures	To play this card, discard 2 of your [F] Lessons from play. At the end of each of your turns, you may choose 1 of your opponent’s Characters or Creatures in play and put a petrification counter on it. Cards with petrification counters lose all abilities a
Spellotape	Heir_of_Slytherin	Spellotape.png	Item	4C			U		Charms	If you would discard another Item card from play due to an opponent's card, discard this card instead.
Substitute Cat	Heir_of_Slytherin	Substitute_Cat.png	Spell	2T			C		Transfiguration	Search your deck. You may take an Item or Creature with printed Power cost less than or equal to the number of Lessons you have in play, reveal it, and put it into your hand. Then shuffle your deck.
Swallowed Snitch	Heir_of_Slytherin	Swallowed_Snitch.png	Item	3Q			R		Quidditch	During your turn, if your hand contains at least 4 cards, you may discard this card from play. If you do, discard your hand to win the current Match.
Swish and Flick	Heir_of_Slytherin	Swish_and_Flick.png	Spell	2T			C		Transfiguration	Put a Lesson from your discard pile into play.
Tom Marvolo Riddle	Heir_of_Slytherin	Tom_Marvolo_Riddle.png	Character - Wizard - Slytherin				R	Unique		Once during each of your turns, when you play a Lesson, you may choose a Lesson type. Until the end of your turn, this card provides 1 Power of the chosen type.
Vera Verto	Heir_of_Slytherin	Vera_Verto.png	Spell	5T			U		Transfiguration	Choose a Creature in play. It becomes an Item that has no abilities, keywords (except Unique), damage each turn, or health while it is in play.
Voyages with Vampires	Heir_of_Slytherin	Voyages_with_Vampires.png	Item - Book	3F			U		Creatures	Provides [F].  During your turn, you may discard this card from play. If you do, choose a non-Healing Creature with printed Power cost 2 or less in your discard pile. Play it as if it were in your hand. (You must still use an Action to play the card.)
Wandering Knockturn	Heir_of_Slytherin	Wandering_Knockturn.png	Adventure				R			Play this card only if you have at least 5 Lessons in play.  Effect: After your opponent uses an Action to play a Creature or Item, they discard that card from play.  To Solve: Your opponent discards 2 cards in this way.  Opponent's Reward: Your opponent 
Whispers from the Pipes	Heir_of_Slytherin	Whispers_from_the_Pipes.png	Adventure				U			Effect: Before each of your opponent's turns, they reveal the top card of their deck. You may take 1 damage to put that card on the bottom of their deck.  To Solve: Your opponent puts their hand on the bottom of their deck in any order.  Opponent's Reward: Your opponent names a card type. Reveal your hand and discard all cards of the chosen type.
Winter Match	Heir_of_Slytherin	Winter_Match.png	Match	1Q			U		Quidditch	To Win: Draw cards 7 times while this card is in play. (Drawing multiple cards at a time counts once.)  Prize: The winner may put a card from their discard pile into their hand.
Wizard Duel	Heir_of_Slytherin	Wizard_Duel.png	Spell	5C			C		Charms	Each player discards the top card of their deck. Do 8 damage to each player who discarded a card with the lowest printed Power cost. (Cards with no printed Power cost count as 0.)
12 Years in Azkaban	Prisoner_of_Azkaban	12_Years_in_Azkaban.png	Event - Dark	4P			U	Unique	Potions	Whenever you take damage, prevent up to 2 of that damage. If this card has prevented at least 12 damage, it no longer prevents damage and instead Provides [P][P].
Alley Blast	Prisoner_of_Azkaban	Alley_Blast.png	Spell - Dark	12C			R		Charms	Do 12 damage to an opponent.
At the Three Broomsticks	Prisoner_of_Azkaban	At_the_Three_Broomsticks.png	Adventure				U			Effect: Whenever your opponent uses an Action to play a card, you may choose a non-Healing card from your discard pile and put it on the bottom of your deck. To Solve: Your opponent uses Actions to play cards 10 times. Opponent's Reward: Your opponent may search their deck for a Spell, reveal it, put it into their hand, and then shuffle their deck.
Azkaban	Prisoner_of_Azkaban	Azkaban.png	Location - Dark	6P			R	Unique	Potions	When you play this card, discard any other Location from play (yours or an opponent's). When you play this card, choose a non-Lesson card type. When any player uses an Action to play a card of the chosen type, they use 1 more Action to play that card.
Azkaban Breakout	Prisoner_of_Azkaban	Azkaban_Breakout.png	Spell - Dark	6P			U		Potions	To play this card, discard 1 of your [P] Lessons from play. Put up to 3 non-Healing Characters from your discard pile into your hand.
Ballooning Aunt	Prisoner_of_Azkaban	Ballooning_Aunt.png	Spell	5T			C		Transfiguration	Choose an Event in play and discard it. Then draw a card.
Best Practice Ever	Prisoner_of_Azkaban	Best_Practice_Ever.png	Spell	3Q			C		Quidditch	Count the number of Seekers, Keepers, Chasers, and Beaters you have in play. Do that much damage to an opponent.
Black's Break In	Prisoner_of_Azkaban	Black's_Break_In.png	Spell - Dark	5P			R		Potions	Reveal the top card of your deck. If it's a Character, you may put it into play. Otherwise, discard the revealed card. At the end of the turn, if the Character is still in play, discard it.
Brass Scales	Prisoner_of_Azkaban	Brass_Scales.png	Item	7P			C		Potions	Once during each of your turns, you may play a non-Healing Potions Item from your discard pile as if it were in your hand.
Broaden Your Minds	Prisoner_of_Azkaban	Broaden_Your_Minds.png	Spell - Divination	1T			C		Transfiguration	Look at the top 4 cards of your deck. Put 1 of them into your hand, and the rest on the bottom of your deck in any order. You may use an Action to repeat this Spell.
Broomstick Compass	Prisoner_of_Azkaban	Broomstick_Compass.png	Item	2Q			C		Quidditch	If you have a Broom in play, this card provides [Q][Q].
Boggart	Prisoner_of_Azkaban	Boggart.png	Creature - Boggart	6F	*	1	U		Creatures	Boggart's damage per turn is equal to the number of different card types in all opponents' discard piles.
Bowing to a Hippogriff	Prisoner_of_Azkaban	Bowing_to_a_Hippogriff.png	Spell	5F			C		Creatures	The next Creature you play this turn requires 3 less Power to play. (You still need at least 1 Power that matches.)
Buckbeak	Prisoner_of_Azkaban	Buckbeak.png	Creature - Hippogriff	8F	5	5	R	Unique	Creatures	To play this card, discard 1 of your [F] Lessons from play. Whenever an opponent plays a Creature, that Creature and Buckbeak do damage to each other.
Chocolate	Prisoner_of_Azkaban	Chocolate.png	Spell - Candy	5P			C		Potions	Put 1 of your Characters discarded during an opponent's last turn from your discard pile into your hand. Then draw a card.
Confiscated!	Prisoner_of_Azkaban	Confiscated.png	Spell	8P			U		Potions	Look at an opponent's hand. You may choose a non-Lesson card from it. Discard each of their cards in play and in their hand with the same name as the chosen card.
Cornelius Fudge	Prisoner_of_Azkaban	Cornelius_Fudge.png	Character - Wizard - Ministry				R	Unique		Before each of your turns, you get 1 more Action for every Action each opponent used beyond their second on their last turn. You can’t gain Actions from cards other than this card.
Dementor	Prisoner_of_Azkaban	Dementor.png	Creature - Dementor - Dark	5F	1	3	R		Creatures	When you play this card, you may discard 1 of your [F] Lessons from play to choose an opponent's Character in play (other than their starting character) and put it on top of its owner's deck. During that opponent's next turn, they can't use Actions to play Characters.
Dementors on the Pitch	Prisoner_of_Azkaban	Dementors_on_the_Pitch.png	Adventure				U			Effect: When you play this card, discard any Match in play (nobody gets the prize). Your opponent can't use Actions to play Matches. To Solve: Your opponent skips a total of 4 Actions. Reward: Your opponent may discard a Match in play. They may put a Match from their discard pile into play.
Destroyed Broom	Prisoner_of_Azkaban	Destroyed_Broom.png	Spell	4P			C		Potions	Do 4 damage to an opponent. During their next turn, their non-Lesson cards do not provide power.
Dirty Game	Prisoner_of_Azkaban	Dirty_Game.png	Spell	5Q			C		Quidditch	Do 4 damage to an opponent. Then, if that opponent has any Events in play, they choose 1 of them and discards it.
Eavesdropping on the Weasleys	Prisoner_of_Azkaban	Eavesdropping_on_the_Weasleys.png	Adventure				U			Effect: At the end of each of your turns, your opponent names a card. Prevent all damage dealt to you on your opponent's next turn from all other cards (even the turn this adventure is solved). To Solve: Your opponent does damage to you 4 times. Opponent's Reward: Your opponent gets 1 more Action (the turn this Adventure is solved).
Egyptian Holiday	Prisoner_of_Azkaban	Egyptian_Holiday.png	Event	3P			U	Unique	Potions	Whenever an opponent uses a third Action in a turn, do 5 damage to them.
Fast Swerve	Prisoner_of_Azkaban	Fast_Swerve.png	Spell	3Q			C		Quidditch	Choose an opponent. During their next turn, whenever you take damage, prevent half of it (rounded up). At the end of that opponent's turn, if this card's effect prevented 3 or less damage total, you may return this card from your discard pile to your hand.
Filch, Hogwarts Caretaker	Prisoner_of_Azkaban	Filch_Hogwarts_Caretaker.png	Character				R	Unique		You may use an Action to discard an Event from play.
Firebolt	Prisoner_of_Azkaban	Firebolt.png	Item - Broom	8Q			R		Quidditch	Provides [QQ]. Once during each of your turns, when you use an Action to play a Quidditch card, you may look at the top 4 cards of your deck, put them on the top and/or bottom of your deck in any order, and then draw a card. (When you play this card, discard the other Broom(s) you control.)
Flibbertigibbet	Prisoner_of_Azkaban	Flibbertigibbet.png	Spell - Password	6C			C		Charms	When you play this card, play it face down and tell an opponent to guess Flibbertigibbet, Fortuna Major, Oddsbodikins, or Scurvy Cur. If they guess Flibbertigibbet, each player discards 1 card from their hand. Otherwise, look at that opponent's hand. You may choose up to 2 of those cards and discard them.
Flight of the Fat Lady	Prisoner_of_Azkaban	Flight_of_the_Fat_Lady.png	Spell	6C			U		Charms	Choose 1 of an opponent's cards in play and return it to their hand. If you have fewer cards in play than that opponent, you get 1 more Action this turn.
Fred & George, Beaters	Prisoner_of_Azkaban	Fred_&_George_Beaters.png	Character - Wizard - Beater - Gryffindor				R	Unique		Before each of your turns, if you have an Quidditch Item in play, do 2 damage to an opponent.
Fortuna Major	Prisoner_of_Azkaban	Fortuna_Major.png	Spell - Password	6C			C		Charms	When you play this card, play it face down and tell an opponent to guess Flibbertigibbet, Fortuna Major, Oddsbodikins, or Scurvy Cur. If they guess Fortuna Major, each player draws a card. Otherwise, look at up to the top 10 cards of your deck and put them back in any order, then draw 2 cards.
Grim Sighting	Prisoner_of_Azkaban	Grim_Sighting.png	Event - Divination	4P			U	Unique	Potions	At the end of each of your turns, you may take damage until you discard a Lesson. If you do, during an opponent's next turn, their starting Character loses all abilities.
Gryffindor Steals	Prisoner_of_Azkaban	Gryffindor_Steals.png	Spell	6Q			C		Quidditch	Do 4 damage to an opponent. Then, if that opponent has any Lessons in play, they choose 1 of them and put it on top of its owner's deck.
Handbook of Do-It-Yourself Broomcare	Prisoner_of_Azkaban	Handbook_of_Do-It-Yourself_Broomcare.png	Item - Book	4Q			U		Quidditch	Provides [Q]. During your turn, you may discard this card from play. If you do, until the end of this turn, Brooms require 2 less Power to play and you may play Brooms from your discard pile as if they were in your hand.
Harry, Young Marauder	Prisoner_of_Azkaban	Harry_Young_Marauder.png	Character - Wizard - Gryffindor - Marauder				R	Unique		Once per game, you may search your deck. You may take an Event from your deck, reveal it, and put it into your hand. Until the end of your turn, Events do not require Power that matches their Lesson type to play.
Hermes	Prisoner_of_Azkaban	Hermes.png	Creature - Owl	3F	1	1	U	Unique	Creatures	When you play this card, you may discard 1 of your [F] Lessons from play to put a non-Healing Spell from your discard pile to your hand.
Hippogriff Ride	Prisoner_of_Azkaban	Hippogriff_Ride.png	Event	6F			U	Unique	Creatures	At the end of each of your turns, if at least 1 of your Creatures did damage this turn, draw 2 cards. When any of your Creatures are discarded from play, discard this card from play.
Hogwarts Quidditch Robes	Prisoner_of_Azkaban	Hogwarts_Quidditch_Robes.png	Item - Healing	3Q			C		Quidditch	At the end of each of your turns, if you played a Quidditch card, you may put 1 non-Healing card from your discard pile on the bottom of your deck.
